userID,movieID,rating
--4q8EyqThydQm-eKZpS-A,HJFKqzhV4n4ZWepneOzFhQ,4.030765737188659
--4q8EyqThydQm-eKZpS-A,cyV6Y8eOgpDTtdJQnB6FaA,1.798744101035524
--CIuK7sUpaNzalLAlHJKA,1VKjDpPJdVoiRc8I9f7U9g,2.731756231183539
--CIuK7sUpaNzalLAlHJKA,El4FC8jcawUVgw_0EIcbaQ,2.574126262242814
--CIuK7sUpaNzalLAlHJKA,qEy8B6vZSe1fdy_vmB7qNw,2.8533810245348974
--ZNfWKj1VyVElRx6-g1fg,2iTsRqUsPGRH1li1WVRvKQ,4.297127274894942
--ZNfWKj1VyVElRx6-g1fg,N0CoaG3cBrTGm2ecLYSzqA,4.1509827477849
--ZNfWKj1VyVElRx6-g1fg,xtYiHTmunjfCN2sUaQxBjA,2.837773666348035
--ty7Z9fEt08E3dS3_qoSA,HhVmDybpU7L50Kb5A0jXTg,3.749033717562284
--ty7Z9fEt08E3dS3_qoSA,udrIB4tIAtZQOGAiukQ2Rg,3.946634286236744
-0AyZxS5C--WySnbW_Q8yQ,Orgm9nmcClxnAUva4nOKyA,2.5769812326493025
-0AyZxS5C--WySnbW_Q8yQ,QFPS9JBNdOOHVP0C3pSslw,2.964573815822064
-0SqALqeWmInVftG_iHcHg,q18xbq3Cbyp_BJyfMQxFxg,3.756216832661501
-0YAkcxgYRlVk05qSNLz9w,xkVMIk_Vqh17f48ZQ_6b0w,4.690384741967506
-0aInSHjCWLfiNqfgmWnow,2dOS56h2QueEIDAdP9-1TQ,4.590177115870645
-0aInSHjCWLfiNqfgmWnow,6oKZoCI_0ePyzfRqSFMBig,4.320755466239817
-0aInSHjCWLfiNqfgmWnow,7o2BZbRWeBIInSCf5b_SvA,3.8298258498949878
-0aInSHjCWLfiNqfgmWnow,BS2nj4dQKvC5oi6ikKvX0A,3.1610164925900435
-0aInSHjCWLfiNqfgmWnow,IjeyNYr4kefZ2uZfrtJqZg,4.387098276020808
-0aInSHjCWLfiNqfgmWnow,S37sKRRfkhFZRpxaYzWo_A,4.2930877255942335
-0aInSHjCWLfiNqfgmWnow,YPavuOh2XsnRbLfl0DH2lQ,4.4445231974174675
-0b84SUGVN0YkG5j2MCmBw,9TCzxlrOZSIFcBlvHIUgFA,4.4671900641744315
-0b84SUGVN0YkG5j2MCmBw,GiN0YC3iDz-pownt0B_RQA,4.250083965441
-0b84SUGVN0YkG5j2MCmBw,KbPB9h5kvqzNa2ys0NrvrA,4.814574712652309
-0b84SUGVN0YkG5j2MCmBw,_5UAFrD3EDgJO1aZgRxH7w,4.022800224769682
-0b84SUGVN0YkG5j2MCmBw,rANNcpPvv9EezHF-6kYCMg,4.391305715809903
-0b84SUGVN0YkG5j2MCmBw,wcFscp4-QH0PJeIW1EOQEQ,2.967529066831972
-0lFv3aQ5XI9VdiDwsL2vA,Z0YOHYA6YtW131xULbnMzQ,4.169288743622843
-0sb1xcZWR0JqSliyHXkeA,v9u0NgjA4iQeKGevFnYSCA,1.277483170132287
-1_RJoRLeoDK3h_gNjf7UA,A4zLP5AyKEEHQr_dWEZKig,4.082577516769419
-1xh43lAhmrByuMzcQ2sNw,deL9fV4Jw3XhS0WqGRKgiA,3.8023955940477663
-24B_nkBG6Et1_QJecnN2A,iihSyIgl_1Kz7QU5s0R7bQ,3.214394147262439
