UserID,MovieId,Pred_rating
--4q8EyqThydQm-eKZpS-A,HJFKqzhV4n4ZWepneOzFhQ,2.6
--4q8EyqThydQm-eKZpS-A,cyV6Y8eOgpDTtdJQnB6FaA,2.6
--CIuK7sUpaNzalLAlHJKA,1VKjDpPJdVoiRc8I9f7U9g,2.54545502169
--CIuK7sUpaNzalLAlHJKA,El4FC8jcawUVgw_0EIcbaQ,2.96000092712
--CIuK7sUpaNzalLAlHJKA,qEy8B6vZSe1fdy_vmB7qNw,3.07407407407
--ZNfWKj1VyVElRx6-g1fg,2iTsRqUsPGRH1li1WVRvKQ,4.10314677162
--ZNfWKj1VyVElRx6-g1fg,N0CoaG3cBrTGm2ecLYSzqA,3.93900987775
--ZNfWKj1VyVElRx6-g1fg,xtYiHTmunjfCN2sUaQxBjA,3.82368767561
--ZhEc-CDZZY1gYrbYoFyQ,iw0lfglq24nN9ck_FCM2ug,3.0
--ty7Z9fEt08E3dS3_qoSA,HhVmDybpU7L50Kb5A0jXTg,5.0
--ty7Z9fEt08E3dS3_qoSA,udrIB4tIAtZQOGAiukQ2Rg,3.74242424242
-0-DbdhS2CIoq7cfuSzQ2w,w-i7W83j1saHp9KzU5b_rg,3.0
-0AyZxS5C--WySnbW_Q8yQ,Orgm9nmcClxnAUva4nOKyA,3.5
-0AyZxS5C--WySnbW_Q8yQ,QFPS9JBNdOOHVP0C3pSslw,2.97590745867
-0SqALqeWmInVftG_iHcHg,q18xbq3Cbyp_BJyfMQxFxg,3.5
-0YAkcxgYRlVk05qSNLz9w,xkVMIk_Vqh17f48ZQ_6b0w,5.0
-0aInSHjCWLfiNqfgmWnow,2dOS56h2QueEIDAdP9-1TQ,4.37623124529
-0aInSHjCWLfiNqfgmWnow,6oKZoCI_0ePyzfRqSFMBig,4.2969135475
-0aInSHjCWLfiNqfgmWnow,7o2BZbRWeBIInSCf5b_SvA,4.07382904471
-0aInSHjCWLfiNqfgmWnow,BS2nj4dQKvC5oi6ikKvX0A,4.06189461666
-0aInSHjCWLfiNqfgmWnow,IjeyNYr4kefZ2uZfrtJqZg,4.36846406407
-0aInSHjCWLfiNqfgmWnow,S37sKRRfkhFZRpxaYzWo_A,4.15635513796
-0aInSHjCWLfiNqfgmWnow,YPavuOh2XsnRbLfl0DH2lQ,4.26730453724
-0b84SUGVN0YkG5j2MCmBw,9TCzxlrOZSIFcBlvHIUgFA,3.97225043713
-0b84SUGVN0YkG5j2MCmBw,GiN0YC3iDz-pownt0B_RQA,4.43637638486
-0b84SUGVN0YkG5j2MCmBw,KbPB9h5kvqzNa2ys0NrvrA,4.48715779896
-0b84SUGVN0YkG5j2MCmBw,_5UAFrD3EDgJO1aZgRxH7w,4.38244928326
-0b84SUGVN0YkG5j2MCmBw,rANNcpPvv9EezHF-6kYCMg,3.78703039243
-0b84SUGVN0YkG5j2MCmBw,wcFscp4-QH0PJeIW1EOQEQ,3.94513247482
-0lFv3aQ5XI9VdiDwsL2vA,Z0YOHYA6YtW131xULbnMzQ,4.46811472632
-0sb1xcZWR0JqSliyHXkeA,v9u0NgjA4iQeKGevFnYSCA,1.5
-1_RJoRLeoDK3h_gNjf7UA,A4zLP5AyKEEHQr_dWEZKig,4.27212246173
-1xh43lAhmrByuMzcQ2sNw,deL9fV4Jw3XhS0WqGRKgiA,4.0
-24B_nkBG6Et1_QJecnN2A,iihSyIgl_1Kz7QU5s0R7bQ,4.33333333333
-267Yx8RmdP6io2-qI4UcQ,59YbAeuiz0isJtRNKATTKw,4.00215416725
-267Yx8RmdP6io2-qI4UcQ,FLMxWQO-ckCQmGZhU9OQgw,3.93635524435
-267Yx8RmdP6io2-qI4UcQ,HhVmDybpU7L50Kb5A0jXTg,4.10675854375
-267Yx8RmdP6io2-qI4UcQ,Jur1iiejUFw_YCkfDfy1gQ,4.00840191695
-267Yx8RmdP6io2-qI4UcQ,OARQDsxyoGnnX2FfSl9HjA,4.04566372722
-267Yx8RmdP6io2-qI4UcQ,QsKhwKYB3YeWXqpIPd5QMg,3.83958920317
-267Yx8RmdP6io2-qI4UcQ,UNI1agsPX2k3eJSJVB91nw,4.13240770052
-267Yx8RmdP6io2-qI4UcQ,ZAuAwz1ijuydn5yL3q3rzA,4.05328369982
-267Yx8RmdP6io2-qI4UcQ,cL1hu4ntD1UV5Gewz_esng,4.53820000819
-267Yx8RmdP6io2-qI4UcQ,evbEh0qRFWlqliHOy62c0A,3.95636950071
-267Yx8RmdP6io2-qI4UcQ,fL-b760btOaGa85OJ9ut3w,4.19758288271
-267Yx8RmdP6io2-qI4UcQ,hYX0z2C6Th5XmcrKOP31fQ,4.18586377257
-267Yx8RmdP6io2-qI4UcQ,ppHkkuDvvH8g1Enz6F8OJA,4.18118190171
-267Yx8RmdP6io2-qI4UcQ,w2yx8dfNXi3TcPZSdQOw3A,4.06916399978
-267Yx8RmdP6io2-qI4UcQ,zoODlH40edpJYLPLkHilNA,4.19852667169
-2CainXEr63oltxnExHGgg,Q7m8G4579-XYKV3LMW8V7g,3.5
-2OB54nQ6FsGLUM-R1KXnA,1M6tA3TqxcpptHW0_hP9Kw,3.77592418004
-2OB54nQ6FsGLUM-R1KXnA,DIdvV0HZUMZWiYg4OXyGJg,4.21546152721
-2OB54nQ6FsGLUM-R1KXnA,JLbgvGM4FXh9zNP4O5ZWjQ,3.9115244361
-2OB54nQ6FsGLUM-R1KXnA,j3IEZP4nQAt7fkxmerLMbA,4.24509902551
-2gOxVWcnBr5DclrrsWXCA,B32Ghxep_UhiscserSXMSA,3.79220339916
-2gOxVWcnBr5DclrrsWXCA,ByFMv3p5X1aNeZhU61rDcA,3.64389537906
-2gOxVWcnBr5DclrrsWXCA,E83nSU_y9zedOzQnkTjV1g,3.89446519472
-2gOxVWcnBr5DclrrsWXCA,EWbNTPW0co_X4lZRB-QTLQ,4.05910321543
-2gOxVWcnBr5DclrrsWXCA,bjllusUsLq9zE4yZnLpOzg,3.91112484939
-2gOxVWcnBr5DclrrsWXCA,lMYs3z3Y7977TVMn6OWObA,3.84573328747
-2gOxVWcnBr5DclrrsWXCA,lOQPeguczAueJnLmDUTfGg,3.86281650818
-2gOxVWcnBr5DclrrsWXCA,viHcW-LLmOxBMHFm0jxPvQ,3.11618284183
-2gOxVWcnBr5DclrrsWXCA,yGqvmPtlFZMPhLBlNQyggg,3.56044189173
-2nNiAnDaSbQayynsqgL6Q,64gtZKZL3gA_CO2zJwvSog,3.5
-2tJ7A886B1OnuSwPXcFRQ,EgtyW19V-64c6PmRuvzSEA,3.72727272727
-3GwonyrKEu4tHSO11bSRQ,w8RWhhuKxMiFCpvFvIQ3zg,2.66666666667
-3fMaL_ck0wzEsTZyz-mqA,5LNZ67Yw9RD6nf4_UhXOjw,3.15
-3gUn9YImya8KvHKeHMmFQ,3GEEy7RP6e4bT4LAiWFMFQ,3.77803333615
-3gUn9YImya8KvHKeHMmFQ,3uBsoHrCxVqj_vbCu3azBw,3.88235294118
-3gUn9YImya8KvHKeHMmFQ,ysv6yhVYOoH9Pf7PlMyD0g,3.53704355251
-3i9bhfvrM3F1wsC9XIB8g,yNVcnSaMSrTmjJBMrHTy9w,2.64141414141
-3jtBudQjQpLzlG-apGc5A,h2RbC1Lu20L1GHim_p24WQ,3.1
-3s52C4zL_DHRK0ULG6qtg,-ifVnqwrgCE3Nc4svkJDMg,3.25641025641
-3s52C4zL_DHRK0ULG6qtg,N7yuiiu8jhQ-Fl9Npflreg,3.27856081725
-3s52C4zL_DHRK0ULG6qtg,aJ5Wki-RmbK381OnKvHrnQ,3.25641025641
-3s52C4zL_DHRK0ULG6qtg,gS0CcaNcmiU18nLqqELhUQ,3.17558769158
-3s52C4zL_DHRK0ULG6qtg,svdEhLmNmpVaIv1WLtoOvQ,3.46098078088
-4KQbT3BDJrzVSUV1LlIcg,QJatAcxYgK1Zp9BRZMAx7g,3.0
-4MyAQ6DlPgvErCB0j59eQ,SMPbvZLSMMb7KU76YNYMGg,4.48333333333
-4t4Uxgwoc3uvyDkhJzF4g,1QJFpZxLbHbXSKohWp9uIA,3.1
-57uOzAWlx__p6QlX1pojA,Rc3fdyxa9IbhBDL-q1Q_Og,3.7993903872
-57uOzAWlx__p6QlX1pojA,aGDo7GDN5YLvpYykpSLkbw,3.60591877446
-57uOzAWlx__p6QlX1pojA,sZTxJMS0co1D1k8aZCukBg,3.75156791984
-57uOzAWlx__p6QlX1pojA,uBdYMY6a6A7FyxzTSwOiDg,4.15799001996
-5lOjA-DymtPai1i8toROA,PgpO8RswM-xOitG4PBNo1w,3.81818181818
-63dYc-Xxdmxo1EBO-TjRA,JIETwXSEGIHMNyxZVEnNKQ,4.04766281711
-63dYc-Xxdmxo1EBO-TjRA,d10IxZPirVJlOSpdRZJczA,4.02196624334
-70L58eedwq9afSufUlpZA,LVLctMJ018ShlsFkIuYGTg,4.5
-7KsknNh6tpHJPjs52sYsA,ujHiaprwCQ5ewziu0Vi9rw,4.0
-7Vy7mC7llM1rR_-Zq1SNg,o7AiTlyWUrBSzdz6oMHj5w,3.91299612452
-7_REsKkMLAaZKOJlb79Ew,Md6895ZtS3FA8a0pUaH6nw,4.5
-7bM_DeL2Kj2CuYuVDsLNg,LC5UGtkQuIVsQ5AGCINL4Q,3.42857142857
-7bM_DeL2Kj2CuYuVDsLNg,TrGBHqHVzJM5tk2C1D1ctQ,3.3503113616
-7bM_DeL2Kj2CuYuVDsLNg,gqGvV1NUVjtLeiCGV4NpDA,3.66632500524
-7bM_DeL2Kj2CuYuVDsLNg,lnZKSuiE8c8_zYaLTZacmQ,3.27507243837
-7bM_DeL2Kj2CuYuVDsLNg,ostVuyoxxQiP3Qik_L7nPA,3.07614720488
-7bM_DeL2Kj2CuYuVDsLNg,sqRX-XLlhx4rs2c1TpBf8A,3.42794396219
-7bM_DeL2Kj2CuYuVDsLNg,ybHlmdUHLPKfv85bRK4Wtw,3.26320903517
-7cPERHtAupd1Xq53nmhXg,d10IxZPirVJlOSpdRZJczA,3.31600615849
-7nbekiMCu5sTMFZh2bwbw,jrE4M9HlYp2AZZ7iQCSIRw,4.0
-7phVSG11fkcxn50PFiaig,bsrj9_hFAql3dlSf244zpg,2.25
-822bzeF5x6uOKSuTDgabA,JkQSLe_rBftbTJdZuQFlSw,3.50854700855
-8993olLjYk2W28IC586oA,RyTEGJz5tG7zC73BdXt-cQ,4.13888888889
-8EnCioUmDygAbsYZmTeRQ,2BuY5r2GWoai6IAn9FptCg,3.90327439261
-8EnCioUmDygAbsYZmTeRQ,CCVh8YKdN3c-WgqEbzya3A,3.66263444607
-8EnCioUmDygAbsYZmTeRQ,GCRvrxMSC1nzShyM4Y-guQ,4.00060389219
-8EnCioUmDygAbsYZmTeRQ,Uk0_hruW6Ai5Tb47zo7IIQ,4.10259604785
-8EnCioUmDygAbsYZmTeRQ,VR8QvH2g-jEG5EfMzA_G9w,3.89112497333
-8EnCioUmDygAbsYZmTeRQ,aLlREPOEtt3JzeDCagHytA,3.90555824539
-8EnCioUmDygAbsYZmTeRQ,dn_ipqbm7_jUz5X3rDez_A,3.95468874072
-8EnCioUmDygAbsYZmTeRQ,jKmAswXvFVRHN4VP-88zOA,3.74547874475
-8EnCioUmDygAbsYZmTeRQ,vYOtdnBm-45KQiiHj8jqaw,3.94525571943
-8EnCioUmDygAbsYZmTeRQ,wcLX8aToZJF4AR-qkpI2Ag,4.06127927432
-8syaSLDbMXW2F2FApVgig,5JjGTaZkHbbjBrzBODcsAQ,3.43550992027
-8syaSLDbMXW2F2FApVgig,ItDjdi6mMczhgrt4DylWew,3.72517279176
-8syaSLDbMXW2F2FApVgig,RESDUcs7fIiihp38-d6_6g,3.53437624902
-8syaSLDbMXW2F2FApVgig,S599hCA4kJJO3_b6SRFKoA,3.86183164674
-8syaSLDbMXW2F2FApVgig,SgSVJWgMwFteYyz4OlHu9Q,3.65868179379
-8syaSLDbMXW2F2FApVgig,U00yJ8tB6_z8zqzozoz7ow,3.99484680062
-8syaSLDbMXW2F2FApVgig,W6M3kA70puRD8dhqIDtDmw,3.6233500518
-8syaSLDbMXW2F2FApVgig,XEvOc1jhPosMn69hoqiYPQ,3.57731958763
-8syaSLDbMXW2F2FApVgig,alt4Jfu6N3GBRjNSv-A0kg,2.95973219822
-8syaSLDbMXW2F2FApVgig,olmCDBoMF-EhN8U2livBSg,3.47761394777
-8syaSLDbMXW2F2FApVgig,tCYAxj5_pV4RnDpe3_5VpA,3.47316373335
-9BWZzz76TJs3BaaoS2Sgg,DfgZlNgKwBvCpA_0alumXw,3.43802561715
-9I98YbNQnLdAmcYfb324Q,-3zffZUHoY8bQjGfPSoBKQ,3.35106699923
-9I98YbNQnLdAmcYfb324Q,Al0uCu7s9LQEURwV1F6Bfg,3.07354660848
